Company Name,Location,Phone,Website,Employees,Revenue,Industry,SIC Code,NAICS Code,Specialties,Page URL
AgCredit,,,http://www.agcredit.net,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/ag-credit-1
AG Financial Solutions,,,http://www.agfinancial.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ag-financial-service
AG Insurance Agencies,,,http://www.agiainc.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ag-insurance-agencies
AGIC,,,http://www.agconsulting.ge,,,Financial Services,,,,https://www.adapt.io/company/ag-international-consulting
AG Mortgage Bank Plc,,"[{'score': 'high', 'number': '+234 1 270 4634', 'type': 'company_line'}]",http://www.agmortgagebankplc.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ag-mortgage-bank-plc-
Ag Resource Management,,"[{'score': 'high', 'number': '+1 855-276-4644', 'type': 'company_line'}]",http://www.armlend.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ag-resource-management
AgTexas Farm Credit,,"[{'number': '+1 806-296-2782', 'score': 'high', 'type': 'company_line'}]",http://www.agtexas.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ag-texas-farm-credit-svc
Ag Ventures Alliance,,"[{'score': 'high', 'number': '+1 641-494-2368', 'type': 'company_line'}]",http://www.agventuresalliance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ag-ventures-alliance
AGA Capital USA,,,http://www.agacapitalusa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aga-capital-usa
AGA,,,http://www.aga.ca,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aga-financial-group
AGA Group,,"[{'score': 'high', 'number': '+1 240-764-5293', 'type': 'company_line'}]",http://www.agagroupllc.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aga-group
Agah Group,,"[{'score': 'high', 'number': '+98 21 8215 4470', 'type': 'company_line'}]",http://www.agahgroup.com,,,Financial Services,,,,https://www.adapt.io/company/agah-group
Agam Capital,,"[{'score': 'high', 'number': '+1 201-862-4262', 'type': 'company_line'}]",http://www.agamcapital.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agam-capital
Agam Leaderim - אגם לידרים,,,http://www.agamin.co.il,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agam-leaderim
AGA Medicare Options,,,http://www.agamedicareoptions.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agamedicareoptions
AgAmerica Lending,,,http://www.agamerica.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/agamerica-lending
Agapay,,"[{'score': 'high', 'number': '+1 800-644-3909', 'type': 'company_line'}]",http://www.agapay.gives,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agapay
Agape Cpa Firm,,,http://www.agapecpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agape-cpa-firm
Agape Home Mortgage LLC,,"[{'score': 'high', 'number': '+1 503-243-5626', 'type': 'company_line'}]",http://www.fastapproval.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agape-home-mortgage-llc-1
Great American Finance,,,http://www.greatamericanfinance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agape-psychological-services-pc
INSURICA,,"[{'score': 'high', 'number': '+1 405-556-2205', 'type': 'company_line'}]",http://www.insurica.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agar-ford-jarmon-and-muldrow
Agarwal Sanganeria & Co. (Chartered Accountants),,"[{'score': 'high', 'number': '+91 96195 22413', 'type': 'company_line'}]",http://www.asac.co.in,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agarwal-sanganeria---co---chartered-accountants-
Agarwal Taxcon Pvt,,"[{'score': 'high', 'number': '+91 92124 06010', 'type': 'company_line'}]",http://www.agarwaltaxcon.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agarwal-taxcon
agarwalseth,,"[{'score': 'high', 'number': '+91 120 429 1670', 'type': 'company_line'}]",http://www.agarwalseth.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agarwalseth
Agarwal & Saxena,,"[{'score': 'high', 'number': '+91 11 2332 9687', 'type': 'company_line'}]",http://www.agasax.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agasax
Agave Lab,,"[{'score': 'high', 'number': '+1 877-848-3857', 'type': 'company_line'}]",http://www.agavelab.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agave-lab
Agave,,"[{'score': 'high', 'number': '+1 212-484-4181', 'type': 'company_line'}]",http://www.agave.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agave-software-design--inc-
Gulf Bank Algeria,,,http://www.agb.dz,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/agb-4
"AGC-Alfermann Gray & Co., LLC",,,http://www.agccpa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agc-alfermann-gray---co---llc
AGC Partners,,"[{'score': 'high', 'number': '+1 737-777-9903', 'type': 'company_line'}]",http://www.agcpartners.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agc-partners-2
AGCG,,,http://www.aglobalcapital.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agcg
AgChoice Farm Credit,,,http://www.agchoice.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/agchoice-farm-credit--aca
AGCO FINANCE,,"[{'score': 'high', 'number': '+1 888-989-8525', 'type': 'company_line'}]",http://www.agcofinance.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agco-finance
AgCountry Farm Credit Services,,"[{'number': '+1 701-282-9494', 'score': 'high', 'type': 'company_line'}]",http://www.agcountry.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agcountry-farm-credit-services-2
agcpa,,,http://www.agcpa.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agcpa-2
AgDirect® Equipment Financing,,"[{'number': '+1 866-507-6555', 'score': 'high', 'type': 'company_line'}]",http://www.agdirect.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/agdirect--equipment-financing
Space Age Federal Credit Union,,,http://www.spaceagefcu.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/age-federal-credit-union
AGEA,,,http://www.agea.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agea-corp
Ageas Insurance Company (Asia) Limited,,"[{'score': 'high', 'number': '+32 2 557 57 11', 'type': 'company_line'}]",http://www.ageas.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/ageas-insurance-company--asia--limited
Agecroft Partners,,"[{'score': 'high', 'number': '+1 804-355-2082', 'type': 'company_line'}]",http://www.agecroftpartners.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agecroft-partners
AgeeFisherBarrett,,"[{'score': 'high', 'number': '+1 404-250-4570', 'type': 'company_line'}]",http://www.afbllc.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ageefisherbarrett--llc-1
Agencia de Seguros Falabella,,"[{'score': 'high', 'number': '+57 1 5877770', 'type': 'company_line'}]",http://www.web.segurosfalabella.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/agencia-de-seguros-falabella-
Agencia Financiera de Desarrollo,,"[{'score': 'high', 'number': '+595 21 606 020', 'type': 'company_line'}]",http://www.afd.gov.py,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agencia-financiera-de-desarrollo--afd-
Agencia Seguros Beta,,"[{'score': 'high', 'number': '+57 305 7342014', 'type': 'company_line'}]",http://www.segurosbeta.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agencia-seguros-beta-ltda-
Agency Brokerage Consultants,,,http://www.agencybrokerageconsultants.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agency-brokerage-consultants-1
Agency Insurance,,,http://www.agency-insurance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agency-insurance-1
Agency Insurance Brokers,,,http://www.agencyins.net,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agency-insurance-brokers-inc
Agency Insurance Company of Maryland (AIC),,,http://www.agencyinsurancecompany.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agency-insurance-company-of-maryland--aic-
Agency Marketing Services,,,http://www.agencymarketing.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agency-marketing-services
Agency Network Exchange (ANE) LLC,,"[{'score': 'high', 'number': '+1 800-700-9643', 'type': 'company_line'}]",http://www.ane-agents.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agency-network-exchange--ane--llc
Agency Performance Partners,,,http://www.agencyperformancepartners.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agency-performance-partners
Agency Premier Insurance,,,http://www.premierinsuranceagency.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agency-premier-insurance
Agency Service Bureau,,,http://www.asbagent.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agency-service-bureau
Agencyadministrators,,,http://www.agencyadministrators.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agencyadministrators
AgencyONE,,,http://www.agencyone.net,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agencyone-insurance-marketing-group--llc
AgencyZoom,,"[{'score': 'high', 'number': '+1 877-767-7578', 'type': 'company_line'}]",http://www.agencyzoom.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agencyzoom-com
Agent Boost Marketing,,,http://www.agent-boost.com,,,Financial Services,,,,https://www.adapt.io/company/agent-boost-marketing
Agent Capital,,,http://www.agentcapital.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agent-capital-
American Classic Agency,,,http://www.aclassic.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agent-investors-holding-co
Agent Pipeline,,,http://www.agentpipeline.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agent-pipeline--inc-
Agent Pitstop,,,http://www.agentpitstop.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agent-pitstop
Agent Support Group,,,http://www.asglife.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agent-support-group-1
Agentero,,"[{'score': 'high', 'number': '+1 415-604-2324', 'type': 'company_line'}]",http://www.agentero.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agentero-1
AgentLink,,,http://www.agent-link.net,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agentlink
Agentra Healthcare Solutions,,"[{'score': 'high', 'number': '+1 800-656-2204', 'type': 'company_line'}]",http://www.agentra.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agentra-healthcare-solutions-1
"Agents Alliance Services, Ltd.",,,http://www.agentsallianceservices.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agents-alliance-services--ltd-
"Agents Choice Insurance Agency, Inc",,,http://www.agentschoice.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agents-choice-insurance-agency--inc
Agents National Title Insurance,,"[{'score': 'high', 'number': '+1 202-483-0001', 'type': 'company_line'}]",http://www.agentstitle.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agents-national-title-insurance-company
AgeRio,,"[{'score': 'high', 'number': '+55 21 2333-1212', 'type': 'company_line'}]",http://www.agerio.com.br,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/agerio-com-br
Tax Time Services,,,http://www.taxtimeservices.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agerton-enterprises-inc-dba-tax-time-services
Agostini Insurance Brokers Ltd.,,"[{'score': 'high', 'number': '+1 868-623-0576', 'type': 'company_line'}]",http://www.agostini.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agewise-insurance
agfgroup.org,,,http://www.agfgroup.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agfgroup-org
AgFirst Farm Credit Bank,,"[{'number': '+1 800-845-1745', 'score': 'high', 'type': 'company_line'}]",http://www.agfirst.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/agfirst-farm-credit-bank
AgFunder,,"[{'score': 'high', 'number': '+1 415-689-4677', 'type': 'company_line'}]",http://www.agfunder.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agfunder
Braj Aggarwal,,,http://www.aggarwalcpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aggarwalcpa
AgGeorgia Farm Credit,,"[{'number': '+1 800-768-3276', 'score': 'high', 'type': 'company_line'}]",http://www.aggeorgia.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aggeorgia-farm-credit-1
Aggie Angel Network,,,http://www.aggieangelnetwork.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aggie-angel-network
Aggieland Title,,"[{'score': 'high', 'number': '+1 979-731-8400', 'type': 'company_line'}]",http://www.aggielandtitle.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aggieland-title-company
aggielandcu,,,http://www.gtfcu.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aggielandcu
Aggressive Grinding Svc Inc,,,http://www.aggressivegrinding.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aggressive-grinding-svc-inc
Aggressive Insurance,,,http://www.aggressiveusa.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aggressive-insurance-1
AgHeritage FCS,,"[{'score': 'high', 'number': '+1 501-210-4000', 'type': 'company_line'}]",http://www.agheritagefcs.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agheritage-farm-credit-services
AGIA Affinity,,"[{'number': '+1 805-566-9191', 'score': 'high', 'type': 'company_line'}]",http://www.agia.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agia-inc
Agibbsassociates,,"[{'score': 'high', 'number': '+1 770-922-5463', 'type': 'company_line'}]",http://www.agibbsassociates.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agibbsassociates-com
AGIC English,,"[{'score': 'high', 'number': '+852 2267 7829', 'type': 'company_line'}]",http://www.agic-group.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agic-industrial-promotion-capital
Australian Group Insurances (AGI),,,http://www.agigroup.com.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agigroup-com-au
Agile Advisors,,,http://www.agileadvisors.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agile-advisors-
ame,,,http://www.readyame.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agile-management-enterprises-1
Agile Partners,,"[{'score': 'high', 'number': '+1 954-603-7440', 'type': 'company_line'}]",http://www.agilepartners.eu,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agile-partners-2
Agile Technologies,,"[{'score': 'high', 'number': '+1 908-253-9550', 'type': 'company_line'}]",http://www.agiletech.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agile-technologies-1
Agili,,,http://www.agilipersonalcfo.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/agili
Agilis Accountants & Advisors Pty Ltd,,,http://www.agilisaccountants.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agilis-accountants---advisors-pty-ltd
Agility 360,,"[{'score': 'high', 'number': '+1 469-208-6337', 'type': 'company_line'}]",http://www.agility360.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agility-360
enrollinsurance.com,,,http://www.enrollinsurance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/agility-insurance-services
Agilize Contabilidade Online,,"[{'score': 'high', 'number': '+55 4020-8283', 'type': 'company_line'}]",http://www.agilize.com.br,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agilize---contabilidade-online
"AGINCOURT CAPITAL MANAGEMENT, LLC",,,http://www.agincourtcapital.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agincourt-capital-management--llc
Aging Solutions Inc,,,http://www.aging-solutions.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aging-solutions-inc-1
AGIS,,"[{'score': 'high', 'number': '+1 248-288-7300', 'type': 'company_line'}]",http://www.agis-inc.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/agis
AgIS Capital,,,http://www.agiscapital.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agis-capital-llc
AGIS Network,,"[{'score': 'high', 'number': '+1 866-511-9186', 'type': 'company_line'}]",http://www.agisnetwork.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/agis-network
AGL CPA Group LLC,,,http://www.aglcpa.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/agl-cpa-group-llc
